,m/z,I,RelInt,S/N,Res.
1134,186.53599,1059845,0.000825813708976441,4.3,668709
1135,186.54324,1016967,0.0007924038799792842,4.0,854380
1136,186.56594,1203983,0.0009381236565484411,5.1,947050
1137,186.58589,1051926,0.0008196433550460226,4.2,848216
1138,186.76199,1077649,0.0008396862915471156,4.4,693456
1139,186.82383,1101286,0.000858103851321494,4.5,806696
1140,186.85933,1301490,0.0010140994995454509,5.7,628214
1141,186.86277,1088372,0.0008480414759385638,4.4,794083
1142,186.90322,1184129,0.000922653747856115,5.0,641647
1143,186.97195,1032089,0.0008041866924727541,4.1,617878
1144,186.98012,1021339,0.0007958104701275086,4.0,751360
1145,186.99867,1299874,0.001012840339051505,5.7,848987
1146,187.00363,4062371,0.0031653323483606887,21.9,656395
1147,187.04002,17725104,0.013811108111311704,102.1,610198
1148,187.04064,1140400,0.0008885808337226041,4.7,1012373
1149,187.07643,4077500,0.0031771206151384765,22.0,570845
1150,187.08366,2080447,0.0016210499208836292,10.3,771306
1151,187.0848,1077375,0.0008394727952752461,4.4,542197
1152,187.08792,1175104,0.0009156216170034787,5.0,950640
1153,187.09751,3719875,0.0028984651252576925,19.9,715995
1154,187.10881,1491143,0.0011618739829354833,6.8,695880
1155,187.11284,1084745,0.0008452153774784517,4.4,719323
1156,187.13387,1016656,0.0007921615539188776,4.0,682894
1157,187.20839,1038953,0.0008095350078381276,4.2,865878
1158,187.21862,1031853,0.0008040028051728956,4.1,784529
1159,187.25823,1119290,0.0008721322705869639,4.6,664581
1160,187.26205,1056668,0.0008233382430796183,4.3,517675
1161,187.30225,1048969,0.0008173393095134746,4.2,889072
1162,187.63206,1123066,0.0008750744673846986,4.6,919271
1163,187.7739,1024939,0.0007986155306338234,4.1,948592
1164,187.80032,1084788,0.0008452488823678326,4.4,635224
1165,187.8629,1145610,0.0008926403796220208,4.8,646844
1166,187.87788,1034575,0.0008061237425890593,4.1,836870
1167,187.89565,1056261,0.00082302111540571,4.2,451860
1168,187.95933,1081707,0.0008428482180845115,4.4,572994
1169,187.98392,1134580,0.0008840459859040619,4.7,714717
