,m/z,I,RelInt,S/N,Res.
4052,304.12711,1906820,0.001279781616519678,6.8,483324
4053,304.14802,2105489,0.0014131203343705227,7.6,368934
4054,304.18444,1312168,0.0008806748849841059,4.1,430193
4055,304.50944,2066801,0.001387154490095807,7.5,485890
4056,304.5277,1432445,0.0009614000155628376,4.7,494226
4057,304.53837,2174851,0.0014596733453967538,7.9,493280
4058,304.54243,1933190,0.0012974801099420376,6.9,540545
4059,304.55017,1362315,0.0009143315535336346,4.3,431112
4060,304.55654,1435279,0.0009633020834566172,4.7,496759
4061,304.56433,1349395,0.0009056601642648864,4.3,387120
4062,304.57471,1307034,0.0008772291487220506,4.1,468324
4063,304.99393,8652447,0.005807177713948269,36.7,430227
4064,305.00155,2674852,0.0017952540966168248,10.2,412687
4065,305.00921,6690473,0.004490378929957342,28.0,421990
4066,305.01207,2198699,0.0014756791728952913,8.0,552080
4067,305.01976,3864239,0.0025935232659812586,15.4,380418
4068,305.03031,41369268,0.027765404534919803,181.9,402973
4069,305.03295,2151096,0.0014437299357931074,7.8,356176
4070,305.03791,2694331,0.0018083276253757987,10.2,463887
4071,305.04044,1303740,0.000875018347154616,4.1,402211
4072,305.04159,5914301,0.00396944320615682,24.5,481392
4073,305.04354,1398078,0.0009383342543399998,4.5,414039
4074,305.04556,12512959,0.008398199566012761,53.8,394274
4075,305.0484,3066561,0.0020581535717772,11.9,472041
4076,305.0497,1965634,0.0013192552301769652,7.0,312232
4077,305.05141,2186947,0.0014677916986935633,8.0,440637
4078,305.05682,2024134,0.0013585180995439748,7.3,440333
4079,305.06661,41246412,0.027682948482288125,181.3,394858
4080,305.07783,7755476,0.0052051665139654325,32.7,417576
4081,305.08186,4497110,0.00301828106767645,18.2,428861
4082,305.0876,3641050,0.002443727701004276,14.4,414261
4083,305.10294,23887588,0.016032397386956325,104.3,397867
4084,305.11419,3385066,0.0022719214385761638,13.3,456435
4085,305.12415,6363889,0.00427118876022477,26.5,411429
4086,305.13945,12082938,0.008109586602797874,51.9,378778
4087,305.16063,4552456,0.0030554270978984423,18.5,417073
4088,305.17588,4850449,0.0032554281274930273,19.8,414078
4089,305.49949,1354716,0.0009092314074768841,4.3,345215
4090,305.51728,1369447,0.0009191182677956091,4.4,342700
4091,305.52119,1331177,0.0008934329684678235,4.2,457559
4092,305.53178,1494512,0.0010030569132209947,4.9,438311
4093,305.53539,1597938,0.0010724723239415473,5.4,503322
4094,305.54595,1687545,0.0011326129724094042,5.8,471638
4095,305.55361,1525246,0.0010236843495821171,5.1,364539
4096,305.99104,1485073,0.0009967218324696235,4.9,442221
4097,306.00159,2401048,0.001611487760135377,8.9,418005
4098,306.0093,2995485,0.0020104501922365236,11.6,393493
4099,306.01677,6508833,0.004368469398473178,27.2,394429
4100,306.0197,3030819,0.002034164965334197,11.7,407277
4101,306.02541,7638311,0.005126530033804993,32.2,367937
4102,306.02743,3711272,0.00249085790976821,14.8,442054
4103,306.03351,4660524,0.003127958034082271,19.0,394022
4104,306.03805,4771119,0.0032021849919907225,19.5,411751
4105,306.0407,5366064,0.0036014883734532097,22.1,396416
4106,306.04559,2228531,0.0014957012227919857,8.2,436741
4107,306.04877,2101557,0.0014104813326209316,7.6,515148
4108,306.05335,7610680,0.005107985207420723,32.1,387741
4109,306.05634,2357050,0.001581958055410425,8.7,299745
4110,306.06039,1675069,0.0011242395782517492,5.7,602830
