exp	town	abundance	mw	error	C	H	O	N	S	y
SRFA	1	0.022199965	462.091066	0.013657481	20	18	11	2	0	6
SRFA	1	0.043025997	744.299316	-0.007173189	38	48	15	0	0	5
SRFA	1	0.32286224	540.075156	0.038989018	22	20	16	0	0	7
SRFA	1	0.066450554	568.194386	-0.134086154	30	32	11	0	0	7
SRFA	1	0.471485918	502.074756	0.029977608	23	18	13	0	0	9
SRFA	1	0.259494074	452.204646	0.028953705	23	32	9	0	0	9
SRFA	1	0.102417723	310.032516	0.109365948	13	10	9	0	0	9
SRFA	1	0.051552345	620.283266	-0.01817073	32	44	12	0	0	7
SRFA	1	0.030859723	603.122576	0.259486224	27	25	15	1	0	2
SRFA	1	0.076868548	520.012576	0.079523077	21	12	16	0	0	7
SRFA	1	0.281652224	620.064896	-0.11002558	26	20	18	0	0	8
SRFA	1	0.110854467	654.106976	0.224603934	27	26	19	0	0	6
SRFA	1	0.025047391	396.120946	0.108090724	22	20	7	0	0	8
SRFA	1	0.090106091	552.126806	0.053373609	28	24	12	0	0	7
SRFA	1	0.767873073	422.157716	0.078916004	21	26	9	0	0	9
SRFA	1	0.583407672	510.173726	-0.001475968	24	30	12	0	0	8
SRFA	1	0.007850084	356.001626	0.140620144	13	8	12	0	0	2
SRFA	1	0.015628982	736.039846	0.419239531	29	20	23	0	0	1
SRFA	1	0.038632399	352.006696	0.098580511	14	8	11	0	0	8
SRFA	1	0.016155657	543.028306	-0.392344188	23	13	15	1	0	3
SRFA	1	0.01062508	958.310676	0.002044222	46	54	22	0	0	2
SRFA	1	0.044475596	558.231276	0.061463772	26	38	13	0	0	7
SRFA	1	0.015676771	352.058276	-0.076370879	19	12	7	0	0	8
SRFA	1	0.085215688	442.017226	-2.94e-05	20	10	12	0	0	8
SRFA	1	0.03243875	888.123566	0.336499347	38	32	25	0	0	4
SRFA	1	0.073666688	656.246816	-0.115448941	34	40	13	0	0	6
SRFA	1	0.020043986	364.090636	-0.081559362	16	16	8	2	0	8
SRFA	1	0.741302409	480.163206	0.091554287	23	28	11	0	0	9
SRFA	1	0.032014623	540.235916	-0.031569541	30	36	9	0	0	6
SRFA	1	0.041749634	726.164396	0.07158021	31	34	20	0	0	4
SRFA	1	0.02922096	592.158256	0.302826142	31	28	12	0	0	6
SRFA	1	0.110384542	640.179026	-0.281338489	32	32	14	0	0	8
SRFA	1	0.006197258	258.125656	0.238066223	16	18	3	0	0	8
SRFA	1	0.410825793	442.074756	0.034046278	18	18	13	0	0	9
SRFA	1	0.538900217	508.194496	0.06653555	25	32	11	0	0	9
SRFA	1	0.123972537	670.189636	-0.201168435	33	34	15	0	0	7
SRFA	1	0.05431614	628.236806	0.135230854	29	40	15	0	0	7
SRFA	1	0.010646983	459.101506	0.470331718	18	21	13	1	0	3
SRFA	1	0.020805125	623.091316	0.315603821	29	21	15	1	0	2
SRFA	1	0.531540716	492.126796	0.039560943	23	24	12	0	0	9
SRFA	1	0.020039506	528.272136	-0.34558514	30	40	8	0	0	6
SRFA	1	0.116206831	626.075596	0.107116457	25	22	19	0	0	7
SRFA	1	0.35792341	528.054046	0.076668289	24	16	14	0	0	8
SRFA	1	0.017174159	447.153036	0.233347404	22	25	9	1	0	7
SRFA	1	0.183748566	610.095786	-0.138301234	29	22	15	0	0	7
SRFA	1	0.019995699	475.147786	-0.126903674	23	25	10	1	0	7
SRFA	1	0.012339011	405.142456	0.21981404	20	23	8	1	0	7
SRFA	1	0.172227444	324.048166	0.104407318	14	12	9	0	0	9
SRFA	1	0.01849184	412.046536	0.284543103	17	16	10	0	1	7
SRFA	1	0.014299852	802.028426	0.129724828	28	22	24	2	1	1
SRFA	1	0.009905258	385.991176	0.426887997	17	6	11	0	0	6
SRFA	1	0.174254492	466.220296	0.027924567	24	34	9	0	0	9
SRFA	1	0.093399548	532.012516	-0.035049927	22	12	16	0	0	8
SRFA	1	0.011678677	284.068466	-0.026778755	16	12	5	0	0	8
SRFA	1	0.080811138	740.195176	-0.100210056	36	36	17	0	0	4
SRFA	1	0.023416592	736.018316	-0.124990096	32	16	21	0	0	2
SRFA	1	0.081504078	688.272966	-0.204208224	35	44	14	0	0	5
SRFA	1	0.356441952	390.095116	0.086161038	19	18	9	0	0	9
SRFA	1	0.363594367	578.163516	-0.069241657	27	30	14	0	0	7
SRFA	1	0.02357788	828.320546	0.114971191	42	52	17	0	0	4
SRFA	1	0.015876888	770.155206	0.032090934	54	26	4	0	1	2
SRFA	1	0.267267746	416.074376	0.069807231	20	16	10	0	0	9
SRFA	1	0.012986153	371.121686	0.146825158	16	21	9	1	0	7
SRFA	1	0.091559672	528.235896	-0.070148584	29	36	9	0	0	9
SRFA	1	0.036954808	510.007036	-0.03782889	23	10	14	0	0	6
SRFA	1	0.041966675	543.101356	0.121395388	25	21	13	1	0	4
SRFA	1	0.149778578	456.105686	0.085280673	23	20	10	0	0	9
SRFA	1	0.01829023	628.272936	-0.271460046	30	44	14	0	0	4
SRFA	1	0.393175736	564.147876	-0.053104871	26	28	14	0	0	7
SRFA	1	0.05809545	479.070056	0.137929723	20	17	13	1	0	7
SRFA	1	0.016092934	310.178036	0.038284464	17	26	5	0	0	8
SRFA	1	0.021799732	404.168336	0.219218064	18	28	10	0	0	7
SRFA	1	0.058951669	450.007116	0.134902311	18	10	14	0	0	8
SRFA	1	0.207435963	296.089646	0.14510808	14	16	7	0	0	9
SRFA	1	0.026194326	876.065586	-0.18972438	39	24	24	0	0	2
SRFA	1	0.076729164	538.023116	0.030926181	21	14	17	0	0	7
SRFA	1	0.261007391	604.179136	-0.116036777	29	32	14	0	0	7
SRFA	1	0.008472585	972.289926	-0.012966297	46	52	23	0	0	1
SRFA	1	0.012644163	358.072286	0.129725203	15	18	8	0	1	8
SRFA	1	0.040260211	596.225756	-0.01062517	32	36	11	0	0	6
SRFA	1	0.013719415	784.170646	-0.236375846	55	28	4	0	1	1
SRFA	1	0.008286158	313.116186	0.108087673	14	19	7	1	0	8
SRFA	1	0.59178667	476.059136	0.094788644	21	16	13	0	0	9
SRFA	1	0.151706066	456.199586	0.084289862	22	32	10	0	0	9
SRFA	1	0.372737989	552.111506	-0.026174061	24	24	15	0	0	7
SRFA	1	0.182454282	314.063826	0.139331551	13	14	9	0	0	9
SRFA	1	0.009268819	333.996226	0.387474438	14	6	10	0	0	7
SRFA	1	0.031907098	728.304276	-0.179456587	38	48	14	0	0	4
SRFA	1	0.013070282	832.039546	0.010308404	37	20	23	0	0	2
SRFA	1	0.133004651	492.017676	0.113802822	20	12	15	0	0	8
SRFA	1	0.263906589	568.215596	0.007717141	27	36	13	0	0	8
SRFA	1	0.051524468	710.278726	0.197239471	34	46	16	0	0	4
SRFA	1	0.08556614	782.059796	0.22235512	26	26	24	2	1	1
SRFA	1	0.013919531	728.340796	0.005207727	39	52	13	0	0	3
SRFA	1	0.159463808	586.205016	-0.018595883	30	34	12	0	0	8
SRFA	1	0.081181502	326.027466	0.21245756	13	10	10	0	0	9
SRFA	1	0.057366669	656.086236	0.216966905	26	24	20	0	0	6
SRFA	1	0.023374777	504.101756	0.261052453	22	20	12	2	0	3
SRFA	1	0.097672677	600.096436	0.286002365	24	24	18	0	0	8
SRFA	1	0.047096024	736.294166	-0.095042176	36	48	16	0	0	5
SRFA	1	0.035677448	344.016796	-0.104701283	16	8	9	0	0	9
SRFA	1	0.141447368	582.049316	0.003180143	23	18	18	0	0	8
SRFA	1	0.066271346	628.251806	-0.272379639	33	40	12	0	0	6
SRFA	1	0.155983178	574.241386	-0.045989371	30	38	11	0	0	9
SRFA	1	0.201255257	716.086006	-0.122402895	31	24	20	0	0	6
SRFA	1	0.011549249	353.038416	0.340529513	14	11	10	1	0	8
SRFA	1	0.154653052	638.075556	0.042413472	26	22	19	0	0	8
SRFA	1	0.028959117	353.074756	0.211603913	15	15	9	1	0	8
SRFA	1	0.009391527	373.101066	0.455436919	15	19	10	1	0	6
SRFA	1	0.006615365	222.052866	0.19124725	11	10	5	0	0	8
SRFA	1	0.110384542	568.158106	0.051607114	29	28	12	0	0	8
SRFA	1	0.078182745	748.091156	-0.03075962	35	24	19	0	0	5
SRFA	1	0.593124761	522.173746	0.036859379	25	30	12	0	0	8
SRFA	1	0.014917624	366.106316	0.000631	16	18	8	2	0	7
SRFA	1	0.017887758	286.084196	0.252789217	16	14	5	0	0	8
SRFA	1	0.024775093	264.027066	0.239600435	12	8	7	0	0	8
SRFA	1	0.088312014	344.053246	0.082757539	17	12	8	0	0	9
SRFA	1	0.109277431	568.251936	-0.072367549	28	40	12	0	0	7
SRFA	1	0.033746973	397.100986	0.226451213	17	19	10	1	0	7
SRFA	1	0.050262043	534.282886	0.005096551	29	42	9	0	0	8
SRFA	1	0.022429949	615.158926	0.196687384	29	29	14	1	0	2
SRFA	1	0.107557028	708.226416	-0.189661098	33	40	17	0	0	6
SRFA	1	0.054483401	454.017236	0.021996962	21	10	12	0	0	8
SRFA	1	0.690582388	468.126786	0.020227426	21	24	12	0	0	9
SRFA	1	0.010231567	290.006326	0.202392137	13	6	8	0	0	8
SRFA	1	0.019905099	413.074706	0.05982453	20	15	9	1	0	7
SRFA	1	0.336434306	588.111446	-0.126593353	27	24	15	0	0	7
SRFA	1	0.015171005	950.212046	0.376508593	45	42	23	0	0	2
SRFA	1	0.041303603	431.048906	0.105570388	19	13	11	1	0	6
SRFA	1	0.139719001	516.075176	0.079556239	20	20	16	0	0	7
SRFA	1	0.009649839	242.224626	0.188449047	15	30	2	0	0	5
SRFA	1	0.024780569	826.050316	0.258898273	35	22	24	0	0	2
SRFA	1	0.13630209	528.017576	-0.083343816	23	12	15	0	0	8
SRFA	1	0.57197018	482.178836	0.049539711	23	30	11	0	0	9
SRFA	1	0.085056391	610.262526	-0.025951126	30	42	13	0	0	7
SRFA	1	0.145445712	604.033576	-0.145811431	25	16	18	0	0	7
SRFA	1	0.009713356	330.183166	0.171162572	20	26	4	0	0	8
SRFA	1	0.015556303	460.111676	-0.258900189	21	20	10	2	0	8
SRFA	1	0.149334539	298.141686	0.158927793	15	22	6	0	0	9
SRFA	1	0.019428205	480.178566	0.307970848	27	28	8	0	0	7
SRFA	1	0.337175035	376.079456	0.062978713	18	16	9	0	0	9
SRFA	1	0.024858226	910.216966	0.21138147	43	42	22	0	0	3
SRFA	1	0.109795145	600.169036	0.001021379	26	32	16	0	0	8
SRFA	1	0.040813766	555.101396	0.190830001	26	21	13	1	0	4
SRFA	1	0.129316936	544.179226	0.036555971	24	32	14	0	0	7
SRFA	1	0.328310182	486.043486	0.092993737	22	14	13	0	0	8
SRFA	1	0.04294834	513.090866	0.274111292	24	19	12	1	0	5
SRFA	1	0.537721422	434.121326	0.066393882	21	22	10	0	0	9
SRFA	1	0.01092625	351.131936	0.380967911	17	21	7	1	0	8
SRFA	1	0.032769291	906.112856	0.169478889	41	30	24	0	0	3
SRFA	1	0.472409838	530.069666	0.019640815	24	18	14	0	0	8
SRFA	1	0.013639767	630.028236	0.08139159	30	14	16	0	0	5
SRFA	1	0.038615474	481.122126	0.208878359	21	23	12	1	0	6
SRFA	1	0.011415091	357.996166	0.193898725	16	6	10	0	0	7
SRFA	1	0.070990506	656.159126	0.398276865	28	32	18	0	0	8
SRFA	1	0.249458392	676.091176	-0.004453541	29	24	19	0	0	7
SRFA	1	0.040805802	467.069996	0.013013039	19	17	13	1	0	7
SRFA	1	0.039340273	456.214866	0.136718473	26	32	7	0	0	8
SRFA	1	0.027856984	518.054496	0.186256467	19	18	17	0	0	6
SRFA	1	0.019177313	718.029046	0.102072472	29	18	22	0	0	3
SRFA	1	0.02134972	864.159826	0.20059368	37	36	24	0	0	2
SRFA	1	0.389464126	446.084936	0.054543424	21	18	11	0	0	9
SRFA	1	0.039407974	342.037596	0.083461585	17	10	8	0	0	9
SRFA	1	0.069309927	690.288596	-0.23269253	35	46	14	0	0	5
SRFA	1	0.023506197	348.069306	0.127575167	13	16	11	0	0	8
SRFA	1	0.141128775	636.241746	-0.094937184	31	40	14	0	0	7
SRFA	1	0.101750669	564.053956	-0.087784155	27	16	14	0	0	8
SRFA	1	0.036347489	884.164736	-0.002278987	40	36	23	0	0	3
SRFA	1	0.029506698	340.058256	-0.137879317	18	12	7	0	0	8
SRFA	1	0.035063161	754.123156	0.375067385	31	30	22	0	0	3
SRFA	1	0.03850994	832.075846	-0.092456716	38	24	22	0	0	3
SRFA	1	0.011162705	976.117166	-0.373966377	36	36	28	2	1	1
SRFA	1	0.090431654	280.131126	0.185973621	15	20	5	0	0	8
SRFA	1	0.107166752	706.065256	-0.144769905	29	22	21	0	0	5
SRFA	1	0.00735502	357.084856	0.011179416	18	15	7	1	0	7
SRFA	1	0.054375876	532.142966	0.273236722	22	28	15	0	0	8
SRFA	1	0.328270358	372.142076	0.116592567	17	24	9	0	0	9
SRFA	1	0.019769697	474.209936	-0.371694025	22	34	11	0	0	6
SRFA	1	0.164425895	402.152626	0.071303774	18	26	10	0	0	9
SRFA	1	0.022524532	478.085976	0.003495187	20	18	12	2	0	5
SRFA	1	0.021301931	389.111166	0.254950278	19	19	8	1	0	7
SRFA	1	0.087852045	644.028576	-0.004215651	27	16	19	0	0	6
SRFA	1	0.084554607	422.012176	0.083758247	17	10	13	0	0	8
SRFA	1	0.191147891	308.126036	0.154018143	16	20	6	0	0	9
SRFA	1	0.020399914	728.143806	0.271118148	30	32	21	0	0	4
SRFA	1	0.025790111	541.996766	-0.218770678	23	10	16	0	0	4
SRFA	1	0.139408373	666.215926	-0.089473994	31	38	16	0	0	7
SRFA	1	0.245284822	544.194426	-0.066496455	28	32	11	0	0	9
SRFA	1	0.254436409	426.188996	0.030894744	21	30	9	0	0	9
SRFA	1	0.020844451	339.095446	0.086341472	15	17	8	1	0	9
SRFA	1	0.298489869	606.122066	-0.031619044	27	26	16	0	0	7
SRFA	1	0.299493437	554.127176	0.009880403	24	26	15	0	0	8
SRFA	1	0.012379831	376.027846	0.146991774	13	12	13	0	0	3
SRFA	1	0.015990386	444.017646	0.058540466	16	12	15	0	0	4
SRFA	1	0.029566932	314.079036	-0.00738986	17	14	6	0	0	8
SRFA	1	0.074749904	724.112246	-0.086228344	30	28	21	0	0	6
SRFA	1	0.040381675	884.128336	-0.018670366	39	32	24	0	0	3
SRFA	1	0.277797247	494.033306	0.072705624	20	14	15	0	0	8
SRFA	1	0.110778801	506.251606	0.045177141	27	38	9	0	0	9
SRFA	1	0.022567343	413.132346	0.362537578	18	23	10	1	0	6
SRFA	1	0.078911527	602.017986	-0.046511899	25	14	18	0	0	7
SRFA	1	0.568816108	442.111166	0.089441306	19	22	12	0	0	9
SRFA	1	0.071834778	690.085346	0.430519213	25	26	19	2	1	1
SRFA	1	0.035364829	407.048946	0.21006319	17	13	11	1	0	7
SRFA	1	0.036077681	268.021956	0.144096404	11	8	8	0	0	8
SRFA	1	0.337883905	430.111176	0.115186498	18	22	12	0	0	9
SRFA	1	0.23341723	500.131876	0.02821056	25	24	11	0	0	9
SRFA	1	0.100173633	796.112196	-0.141235118	36	28	21	0	0	5
SRFA	1	0.017092519	790.028996	0.029481196	35	18	22	0	0	2
SRFA	1	0.023840719	900.232546	0.135886	42	44	22	0	0	4
SRFA	1	0.104817128	440.038036	0.16942399	21	12	11	0	0	9
SRFA	1	0.218491143	390.167896	0.10917095	21	26	7	0	0	9
SRFA	1	0.51430483	476.095486	0.020199729	22	20	12	0	0	9
SRFA	1	0.062908197	508.027776	-0.028988572	24	12	13	0	0	7
SRFA	1	0.037100166	422.230506	0.123863622	23	34	7	0	0	8
SRFA	1	0.259860456	630.122066	-0.030414742	29	26	16	0	0	7
SRFA	1	0.022379671	276.027076	0.265412368	13	8	7	0	0	8
SRFA	1	0.090492386	456.178436	0.039197381	25	28	8	0	0	8
SRFA	1	0.148321014	594.064506	-0.108117889	28	18	15	0	0	7
SRFA	1	0.020754349	613.143436	0.458404973	29	27	14	1	0	3
SRFA	1	0.015848015	882.294776	0.165508177	44	50	19	0	0	2
SRFA	1	0.00963545	916.169786	-0.04079484	44	36	22	0	0	3
SRFA	1	0.018649643	888.196226	0.211481421	40	40	23	0	0	3
SRFA	1	0.030206608	266.006356	0.333431882	11	6	8	0	0	8
SRFA	1	0.187010163	310.141656	0.056048582	16	22	6	0	0	9
SRFA	1	0.150097171	350.172966	0.07777585	19	26	6	0	0	9
SRFA	1	0.19604626	646.189686	-0.131263314	31	34	15	0	0	8
SRFA	1	0.861539442	408.142046	0.032804756	20	24	9	0	0	9
SRFA	1	0.315327514	590.127126	-0.075449845	27	26	15	0	0	7
SRFA	1	0.061986269	330.110396	0.174278062	18	18	6	0	0	8
SRFA	1	0.023557968	926.175416	0.122299726	42	38	24	0	0	3
SRFA	1	0.322177265	554.199916	-0.046086257	26	34	13	0	0	8
SRFA	1	0.05669165	290.079086	0.164365521	15	14	6	0	0	8
SRFA	1	0.051624028	652.215456	-0.207929755	34	36	13	0	0	5
SRFA	1	0.286590417	530.033286	0.030033963	23	14	15	0	0	8
SRFA	1	0.21978941	416.038016	0.131125036	19	12	11	0	0	9
SRFA	1	0.29151268	514.132316	0.116925154	22	26	14	0	0	8
SRFA	1	0.368452912	542.069646	-0.017689609	25	18	14	0	0	8
SRFA	1	0.195162164	444.054056	0.113691113	17	16	14	0	0	8
SRFA	1	0.02786694	546.194876	0.036285584	24	34	14	0	0	7
SRFA	1	0.032185867	810.221776	-0.102388016	36	42	21	0	0	4
SRFA	1	0.055885211	444.214806	0.00534201	25	32	7	0	0	8
SRFA	1	0.026616462	455.070196	0.452848817	18	17	13	1	0	6
SRFA	1	0.061480502	766.122826	-0.061547572	32	30	22	0	0	5
SRFA	1	0.376162865	432.105666	0.043732359	21	20	10	0	0	9
SRFA	1	0.046733624	752.231586	-0.066047479	38	40	16	0	0	5
SRFA	1	0.210032496	546.028136	-0.089228003	23	14	16	0	0	8
SRFA	1	0.504460303	532.085316	0.019427336	24	20	14	0	0	8
SRFA	1	0.035817828	608.007406	-0.071194856	27	12	17	0	0	5
SRFA	1	0.010199957	866.336486	0.444583607	45	54	17	0	0	3
SRFA	1	0.017650306	260.068436	-0.144604246	14	12	5	0	0	8
SRFA	1	0.028486205	517.996806	-0.151686263	21	10	16	0	0	3
SRFA	1	0.365872308	580.179156	-0.086364702	27	32	14	0	0	7
SRFA	1	0.016799812	462.127456	0.023376668	21	22	10	2	0	7
SRFA	1	0.020622929	525.148246	0.010869312	23	27	13	1	0	3
SRFA	1	0.049071301	316.058276	-0.085069755	16	12	7	0	0	8
SRFA	1	0.089672008	638.257316	-0.220094618	31	42	14	0	0	6
SRFA	1	0.14531031	624.038676	-0.117677001	28	16	17	0	0	8
SRFA	1	0.203756213	630.158406	-0.102629751	30	30	15	0	0	7
SRFA	1	0.080392985	632.028466	-0.178338486	26	16	19	0	0	5
SRFA	1	0.07183876	642.143406	0.298075162	27	30	18	0	0	8
SRFA	1	0.065363355	662.090646	-0.209966718	32	22	16	0	0	6
SRFA	1	0.073188798	692.049636	-0.104245413	28	20	21	0	0	7
SRFA	1	0.086687189	346.126396	0.038896196	15	22	9	0	0	9
SRFA	1	0.013047383	474.091296	0.498450408	21	18	11	2	0	6
SRFA	1	0.102770167	480.235916	-0.035513795	25	36	9	0	0	8
SRFA	1	0.098851472	682.174406	-0.159403518	30	34	18	0	0	7
SRFA	1	0.647667899	408.105686	0.095311096	19	20	10	0	0	9
SRFA	1	0.0748415	612.220496	-0.295604282	32	36	12	0	0	7
SRFA	1	0.041763572	377.074726	0.118575966	17	15	9	1	0	8
SRFA	1	0.545718109	522.064606	0.06851834	22	18	15	0	0	8
SRFA	1	0.051771378	584.007446	-0.005628353	25	12	17	0	0	6
SRFA	1	0.456926214	534.137376	0.06506753	25	26	13	0	0	8
SRFA	1	0.008551051	244.021876	-0.169570863	9	8	8	0	0	7
SRFA	1	0.033902287	487.038806	0.238638069	21	13	13	1	0	8
SRFA	1	0.035381754	658.102736	-0.023870133	48	18	2	0	1	1
SRFA	1	0.007354025	377.147476	0.062829534	19	23	7	1	0	6
SRFA	1	0.026620444	497.080556	0.002744022	20	19	14	1	0	2
SRFA	1	0.130901937	360.069276	0.04000619	14	16	11	0	0	9
SRFA	1	0.059897493	388.188666	0.198771903	22	28	6	0	0	8
SRFA	1	0.405712374	474.043476	0.074252683	21	14	13	0	0	8
SRFA	1	0.120850325	566.033216	-0.095543863	26	14	15	0	0	8
SRFA	1	0.613387282	450.079876	0.110404847	20	18	12	0	0	9
SRFA	1	0.123303492	540.038836	0.160294027	21	16	17	0	0	8
SRFA	1	0.084363451	570.049486	0.30146681	22	18	18	0	0	7
SRFA	1	0.377086785	602.090716	-0.114628906	27	22	16	0	0	7
SRFA	1	0.02303453	254.006286	0.073600541	10	6	8	0	0	8
SRFA	1	0.089859182	614.111976	0.100234163	25	26	18	0	0	7
SRFA	1	0.139639353	612.132626	-0.03900952	26	28	17	0	0	7
SRFA	1	0.198929527	590.236276	-0.086489093	30	38	12	0	0	8
SRFA	1	0.757678094	380.147146	0.073731975	19	24	8	0	0	9
SRFA	1	0.083298155	382.199176	0.058731157	20	30	7	0	0	9
SRFA	1	0.321986109	620.101286	-0.102775146	27	24	17	0	0	7
SRFA	1	0.209005034	446.194086	0.039908642	24	30	8	0	0	9
SRFA	1	0.245014018	484.064196	0.040831361	23	16	12	0	0	9
SRFA	1	0.015188926	866.176066	-0.282521083	59	30	6	0	1	1
SRFA	1	0.042685501	502.204996	-0.06153065	23	34	12	0	0	7
SRFA	1	0.07578135	530.054566	0.314101624	20	18	17	0	0	7
SRFA	1	0.009461717	350.209196	-0.366275362	20	30	5	0	0	8
SRFA	1	0.129645486	320.053236	0.057718523	15	12	8	0	0	9
SRFA	1	0.051938639	752.143846	0.315648398	32	32	21	0	0	4
SRFA	1	0.015097828	439.090306	-0.057760328	22	17	9	1	0	6
SRFA	1	0.014613965	467.085186	-0.128460507	23	17	10	1	0	7
SRFA	1	0.096485918	634.262406	-0.214165302	32	42	13	0	0	7
SRFA	1	0.033014209	782.226936	-0.010632464	35	42	20	0	0	4
SRFA	1	0.219430993	416.059126	0.084423097	16	16	13	0	0	8
SRFA	1	0.292006499	574.168596	-0.07905866	28	30	13	0	0	7
SRFA	1	0.012450021	859.224026	0.042757184	54	37	8	1	1	1
SRFA	1	0.02187042	422.096316	0.405004719	18	18	10	2	0	7
SRFA	1	0.006760894	333.121076	-0.484856743	17	19	6	1	0	7
SRFA	1	0.054425656	398.027456	0.148901788	19	10	10	0	0	9
SRFA	1	0.020101233	541.122176	0.278118338	26	23	12	1	0	3
SRFA	1	0.06832428	352.188626	0.105514481	19	28	6	0	0	9
SRFA	1	0.031473015	656.267866	-0.236475086	31	44	15	0	0	6
SRFA	1	0.14643335	474.137416	0.157665262	20	26	13	0	0	7
SRFA	1	0.295988913	592.142776	-0.075317984	27	28	15	0	0	7
SRFA	1	0.026556352	242.079026	-0.050896603	11	14	6	0	0	8
SRFA	1	0.058927775	752.252656	-0.145045683	35	44	18	0	0	4
SRFA	1	0.042339031	604.085276	-0.049103994	30	20	14	0	0	7
SRFA	1	0.015593141	982.129476	-0.283552227	65	26	9	0	1	1
SRFA	1	0.387154326	512.116626	0.039422661	22	24	14	0	0	7
SRFA	1	0.01121149	445.041096	0.485932652	27	11	4	1	1	5
SRFA	1	0.012779317	448.075556	0.326697134	19	16	11	2	0	6
SRFA	1	0.089544571	432.214826	0.051763611	24	32	7	0	0	8
SRFA	1	0.050951	642.070716	0.424288156	25	22	20	0	0	5
SRFA	1	0.105287052	558.194876	0.035505521	25	34	14	0	0	7
SRFA	1	0.01783524	302.151816	0.022051828	18	22	4	0	0	8
SRFA	1	0.38285332	418.053626	0.034634313	19	14	11	0	0	9
SRFA	1	0.017021832	606.303886	-0.208979363	32	46	11	0	0	5
SRFA	1	0.015784297	600.293336	-0.186560458	33	44	10	0	0	5
SRFA	1	0.088815789	594.028106	-0.132520665	27	14	16	0	0	7
SRFA	1	0.258633873	588.184206	-0.14530652	29	32	13	0	0	8
SRFA	1	0.127158468	418.199146	-0.018060773	23	30	7	0	0	8
SRFA	1	0.396489104	314.100196	0.089942637	14	18	8	0	0	9
SRFA	1	0.024991637	874.253226	0.076516732	41	46	21	0	0	2
SRFA	1	0.248056582	540.053986	-0.036135276	25	16	14	0	0	8
SRFA	1	0.02238913	256.131086	0.047229722	13	20	5	0	0	8
SRFA	1	0.447384351	324.120926	0.070396566	16	20	7	0	0	9
SRFA	1	0.071269275	538.147456	-0.10399566	28	26	11	0	0	8
SRFA	1	0.010263676	312.099926	0.48780851	18	16	5	0	0	8
SRFA	1	0.267004906	342.058746	0.143598141	14	14	10	0	0	9
SRFA	1	0.013971303	930.314766	-0.368315126	37	58	23	2	1	1
SRFA	1	0.062077864	748.054526	-0.357598264	34	20	20	0	0	5
SRFA	1	0.006993616	369.142446	0.214161229	17	23	8	1	0	6
SRFA	1	0.04760179	738.273426	-0.100972075	35	46	17	0	0	4
SRFA	1	0.25877724	500.080266	0.091379331	20	20	15	0	0	7
SRFA	1	0.022982509	606.173396	0.301172901	45	22	1	2	0	1
SRFA	1	0.061100182	477.090756	0.064230966	21	19	12	1	0	7
SRFA	1	0.018458487	770.190506	-0.068566153	33	38	21	0	0	3
SRFA	1	0.021289983	471.101406	0.2460829	19	21	13	1	0	7
SRFA	1	0.006813723	315.095556	0.442018294	13	17	8	1	0	6
SRFA	1	0.009439814	399.095556	0.348984092	20	17	8	1	0	7
SRFA	1	0.103136549	652.033606	-0.089067495	29	16	18	0	0	7
SRFA	1	0.026823547	912.123396	0.14126707	40	32	25	0	0	3
SRFA	1	0.097242577	740.158826	-0.05224149	35	32	18	0	0	7
SRFA	1	0.51153307	454.074756	0.033146524	19	18	13	0	0	9
SRFA	1	0.00685	352.094566	-0.347619679	20	16	6	0	0	8
SRFA	1	0.020457659	620.189176	-0.323815713	33	32	12	0	0	5
SRFA	1	0.048900057	742.283666	-0.007092976	38	46	15	0	0	5
SRFA	1	0.012768614	938.321096	0.267753758	47	54	20	0	0	1
SRFA	1	0.013136987	826.216786	0.015011799	36	42	22	0	0	3
SRFA	1	0.014740904	582.304166	0.263255887	30	46	11	0	0	5
SRFA	1	0.018269323	456.236056	0.269476729	23	36	9	0	0	6
SRFA	1	0.182920224	628.142686	-0.214280932	30	28	15	0	0	7
SRFA	1	0.063344272	836.107276	0.06329451	38	28	22	0	0	3
SRFA	1	0.26615267	404.037986	0.060769039	18	12	11	0	0	9
SRFA	1	0.328708424	378.167876	0.059748597	20	26	7	0	0	9
SRFA	1	0.010719662	378.079806	-0.053716172	14	18	12	0	0	6
SRFA	1	0.028804798	354.037636	0.193615009	18	10	8	0	0	8
SRFA	1	0.020674701	702.325116	-0.037209263	37	50	13	0	0	4
SRFA	1	0.016286827	300.136236	0.255673893	18	20	4	0	0	8
SRFA	1	0.318067414	560.189346	-0.055029608	28	32	12	0	0	8
SRFA	1	0.020060413	389.038346	0.129087532	17	11	10	1	0	7
SRFA	1	0.057788805	526.220266	-0.032269757	29	34	9	0	0	8
SRFA	1	0.476997579	520.048926	0.011239327	22	16	15	0	0	8
SRFA	1	0.245507837	596.101346	-0.006259003	25	24	17	0	0	7
SRFA	1	0.133171913	626.111976	0.098313085	26	26	18	0	0	7
SRFA	1	0.027548347	744.059386	0.21219946	27	24	21	2	1	1
SRFA	1	0.055849369	308.162416	0.136126269	17	24	5	0	0	8
SRFA	1	0.018379835	467.048896	0.076022019	22	13	11	1	0	6
SRFA	1	0.324789729	426.043486	0.106090109	17	14	13	0	0	8
SRFA	1	0.041966675	834.112176	-0.015725702	48	22	13	2	0	1
SRFA	1	0.154884032	598.080646	0.053007901	24	22	18	0	0	7
SRFA	1	0.008039871	279.074176	-0.3987972	13	13	6	1	0	8
